Defeat( bouchard , eugenie bouchard #eugeniebouchard )
Defeat( djoko , novak djoko )
Defeat( kvitova , djokovic )
Defeat( hingis-zvonareva , martina hingis-zvonareva )
Defeat( nishikori , euegnie bouchard )
Defeat( sanchez , federer )
Defeat( kerber , eugenie bouchard )
Defeat( gael monfils , vesely )
Defeat( murray , goffin )
Defeat( golubev , wimble )
Defeat( istomin , wawrinka )
Defeat( dutzee , lukasz kubot )
Defeat( cox , daniel cox )
Defeat( radek , paes-stepanek )
Defeat( edmund , kyle edmund )
Defeat( safarova , joe liotine lifetimes )
Defeat( djokovic , nadal )
Defeat( richie , federer )
Defeat( przysiezny , lleyton hewitt ma )
Defeat( qureshi , naomi broady )
Defeat( ivanovic , ana ivanov )
Defeat( wozniacki , broady )
Defeat( robredo , tommy robredo )
Defeat( george b , b )
Defeat( lajovic , dusan lajovic )
Defeat( kvitova , safarona )
Defeat( roger , roger federer )
Defeat( tomic , to )
Defeat( shuai peng http://t.co/1s8v7yjhen , http://t.co/1s8v7yjhen )
Defeat( aliz cornet http://t.co/ki6rnbbsgu , http://t.co/ki6rnbbsgu )
Defeat( aliz cornet http://t.co/cgajx63au0 , http://t.co/cgajx63au0 )
Defeat( koz , stefan koz )
Defeat( brisba , roger federer )
Defeat( saf , lucie saf )
Defeat( gael monfils , monfils )
Defeat( stephens , stosur )
Defeat( johanna , johanna larsson )
Defeat( andy , david goffin )
Defeat( kuznetsov , andrey kuznetsov )
Defeat( kyrgios , rafael nadal )
Defeat( murray , grigor )
Defeat( djoko , roger )
Defeat( torro-flor , virg )
Defeat( djokovic , pater )
Defeat( garrison , steffi graf )
Defeat( kvitova , eugenie bouchard )
Defeat( soler , silvia soler espinosa )
Defeat( konta , ward )
Defeat( pospisil , bryan )
Defeat( stosur , zimonjic )
Defeat( maria sharapova , a )
Defeat( roberto bautista agut , murray )
Defeat( wawrinka , stanislas wawrinka )
Defeat( zahlavova strycova , wozniacki )
Defeat( soler-espinosa , silvia soler-espinosa )
Defeat( sampras , pete sampras )
Defeat( simon , venus williams )
Defeat( nadal , messi )
Defeat( puetz , fognini )
Defeat( to , tobias kamke )
Defeat( andy murray , roger )
Defeat( tsonga , sam querrey )
Defeat( kyrgios , roger federer )
Defeat( murray , john lloyd )
Defeat( shazza , hev )
Defeat( iama , pedro iama )
Defeat( nadal , rafael nadal )
Defeat( riske , frisky riske )
Defeat( federer , novak djokovic of ser )
Defeat( tim , andy )
Defeat( rafael nadal , kaz )
Defeat( cor , alize cor )
Defeat( schiavone , ivanovic )
Defeat( halep , belinda bencic )
Defeat( andrey kuznetsov , ferrer )
Defeat( robredo , nadal )
Defeat( di , grigor di )
Defeat( shuai peng http://t.co/7ockd2bo4t , http://t.co/7ockd2bo4t )
Defeat( bouch , eugenie bouch )
Defeat( falungong , petra kvitova )
Defeat( agassi , roger )
Defeat( henman , murray )
Defeat( maria sharapova http://t.co/fjtktpfiei , http://t.co/fjtktpfiei )
Defeat( kyrigos , southgate )
Defeat( nadal , rafal nadal )
Defeat( kurumi , kurumi nara )
Defeat( kukushkin , rafael nadal )
Defeat( kvitova , murray )
Defeat( aliz cornet http://t.co/fs02n5ceau , http://t.co/fs02n5ceau )
Defeat( grisho , nick )
Defeat( dim , novak djokovic )
Defeat( gasquet , richard gasquet )
Defeat( a , bernard tomic )
Defeat( navratilova , hana mandlkov )
Defeat( vitas gerulai , krishnan )
Defeat( wozniak , aleksandra wozniak )
Defeat( wawrinka , roger )
Defeat( dimitrov , federer )
Defeat( flipkens , kirsten flipkens )
Defeat( shuai peng http://t.co/tua1ysuo4y , http://t.co/tua1ysuo4y )
Defeat( roger federer , federer )
Defeat( serena , sharapova )
Defeat( mannarino , pere riba )
Defeat( shuai peng http://t.co/yfoqzrfi1k , http://t.co/yfoqzrfi1k )
Defeat( yan , stosur )
Defeat( nadal , luka )
Defeat( petra kvitova , williams )
Defeat( prince will http://t.co/yjlfuq25vz , http://t.co/yjlfuq25vz )
Defeat( shuai peng http://t.co/lmajcmiq3k , http://t.co/lmajcmiq3k )
Defeat( perry , fred perry )
Defeat( nadal , lauren )
Defeat( rosberg , hamilton )
Defeat( djokovic , rodger federer )
Defeat( aliz cornet http://t.co/ei2i7sexy8 , http://t.co/ei2i7sexy8 )
Defeat( nick kyrgios , gasquet )
Defeat( stan , roger )
Defeat( murray , samantha murray )
Defeat( nole , kiri )
Defeat( mcenroe , john mcenroe )
Defeat( raonic , milos raonic )
Defeat( shuai peng http://t.co/rhe03antyy , http://t.co/rhe03antyy )
Defeat( rola , blaz rola )
Defeat( connors , becker )
Defeat( federer , flori )
Defeat( mcenroe , c. lewis )
Defeat( ferrer , david ferrer )
Defeat( nick kyrgios http://t.co/8bcmbdj6qq , http://t.co/8bcmbdj6qq )
Defeat( murray , nadal )
Defeat( zahlavova , barbora zahlavova strycova )
Defeat( nole , roger federer )
Defeat( murray , rafa )
Defeat( jill craybas , serena )
Defeat( au , victoria au )
Defeat( williams , venus wil )
Defeat( kirgiyos , nadal )
Defeat( grigordimitro , luke saville )
Defeat( kravchuk , konstantin kravchuk )
Defeat( lukasz , lukasz kubot )
Defeat( andy , lendl )
Defeat( johanna konta , peng )
Defeat( christina , novak djokovic )
Defeat( stakhovsky , sergiy stakhovsky )
Defeat( bryan , mike bryan )
Defeat( bouchard , lisicki )
Defeat( taylor , taylor townsend )
Defeat( kukushkin , sharapova trumps riske )
Defeat( aliz cornet http://t.co/wkdc8qworl , http://t.co/wkdc8qworl )
Defeat( kamke , tobias kamke )
Defeat( lisicki , shvedova )
Defeat( http://t.co/c14pj80llk , roger http://t.co/c14pj80llk )
Defeat( kalinda , becker )
Defeat( stephens , kirilenko )
Defeat( rafael , nick kyrgios )
Defeat( c , nick kyrgios )
Defeat( santiago giraldo , giraldo )
Defeat( kanepi , kaia kanepi )
Defeat( bautista , roberto bautista agut )
Defeat( naomi broady , wozniacki )
Defeat( dimitrov , andy )
Defeat( newcombe , stan smith )
Defeat( and , sab )
Defeat( tereza , tereza smitkova )
Defeat( bouchard , mike weir )
Defeat( bryan/peschke , bob bryan/peschke )
Defeat( sharapova , halep )
Defeat( grigor dimitrov , scot )
Defeat( rola , venus williams )
Defeat( rog , novak djokovic )
Defeat( aliz cornet http://t.co/jvweqft3u1 , http://t.co/jvweqft3u1 )
Defeat( kohlschreiber , murray )
Defeat( riath , strycova )
Defeat( kirilenko , sloane stephens )
Defeat( aliz cornet http://t.co/krtwf8vrrs , http://t.co/krtwf8vrrs )
Defeat( janowicz , somdev devvarman )
Defeat( yanina wickmeyer http://t.co/53bvjf3l5x , stosur )
Defeat( federer , dennis passa )
Defeat( bouchard , halep )
Defeat( zopp , gulbis )
Defeat( bouchard , kvitova )
Defeat( rosol , rafael nadal )
Defeat( mariasharapova , serena williams )
Defeat( na , mike dickson )
Defeat( davis , lauren davis )
Defeat( zahlavova , lucie safarova )
Defeat( simon , djokovic )
Defeat( williams , venus williams )
Defeat( zahalka , chris zahalka )
Defeat( wickmayer , janina wickmayer )
Defeat( aliz cornet http://t.co/e2tiqaavn2 , http://t.co/e2tiqaavn2 )
Defeat( novak , roddick )
Defeat( stepanek , federer )
Defeat( makarova , safarova )
Defeat( goffin , david goffin )
Defeat( murray , alex salmond )
Defeat( martina , pete sampras )
Defeat( querrey , jo-wilfried tsong )
Defeat( rafaelnadal , stevetignor )
Defeat( radwanska , radwanska )
Defeat( juncker , cam )
Defeat( federer , grigor )
Defeat( federer , davidgoldingart djocovic )
Defeat( lopez , isner )
Defeat( sorana cirstea , cirstea )
Defeat( williams , petra )
Defeat( przysiezny , lleyton hewi )
Defeat( kvitova , sugarpova kvitova )
Defeat( roger , novak )
Defeat( jovanoski , azarenka )
Defeat( kvitova , eugenie bouc )
Defeat( raonic , djokovic #sebheupdate )
Defeat( to , bouchard )
Defeat( kohlschreiber , igor sijsling )
Defeat( bartoli , marion bartoli )
Defeat( munter , lott )
Defeat( kukushkin , nadal )
Defeat( aliz cornet http://t.co/luor , http://t.co/luor )
Defeat( barbora zahlavoya strycova , strycova )
Defeat( murray , dimitrov )
Defeat( nadal , nick )
Defeat( federer , stan )
Defeat( nick kyrgios http://t.co/mjj60lziby , http://t.co/mjj60lziby )
Defeat( barbora zahlavoya strycova http://t.co/1f3ptjblsu , wozniacki )
Defeat( lisicki , murray )
Defeat( kohlschreiber , philipp kohlschreiber )
Defeat( zahla , barbora zahla )
Defeat( novak , rafa )
Defeat( caroline , caroline garcia )
Defeat( mauresmo , vaidisova )
Defeat( pospisil , vasek pospisil )
Defeat( raonic , djokovic )
Defeat( nadal , federer )
Defeat( djokovic , will roger federer )
Defeat( nadal , raonjc )
Defeat( roberto , roberto bautista agut )
Defeat( iva , lisicki )
Defeat( tennis-wimbledon , murray )
Defeat( ivanovic , ana ivanovic )
Defeat( li , li na )
Defeat( safarova , lucie safarova )
Defeat( doohan , boris becker )
Defeat( kyrgios , roger )
Defeat( nadal , kyrie eleison ev )
Defeat( murray , roger federer )
Defeat( pironkova , tzvetana pironkova )
Defeat( stan , roger federer )
Defeat( mcenroe , jimmy )
Defeat( goffin , andy murray )
Defeat( fisto , kit fisto )
Defeat( bouchard , serena williams )
Defeat( federer , jokovic )
Defeat( courier , jim courier )
Defeat( arbuthnott , xu )
Defeat( tsonga , novak djokovi )
Defeat( kyrgios , nick kyrgios )
Defeat( kvitova , thomas tolkien )
Defeat( puetz , fabio fognini )
Defeat( moulton-levy , megan moulton-levy )
Defeat( aliz cornet http://t.co/ezpii8lhul , http://t.co/ezpii8lhul )
Defeat( grigor dimitrov , otu )
Defeat( riske , maria sharapova )
Defeat( stosur , nenad zimonjic )
Defeat( aliz cornet http://t.co/klgnacogwk , http://t.co/klgnacogwk )
Defeat( nick kyrgios http://t.co/rubg9ppajl , http://t.co/rubg9ppajl )
Defeat( in , stefan kozlov )
Defeat( gulbis , sergiy stakhovsky )
Defeat( simon , andy )
Defeat( sania mirza , mirza )
Defeat( nadal , gilles muller )
Defeat( aliz , bouchard )
Defeat( konjuh , anna konjuh )
Defeat( dimitrov , wilshere )
Defeat( stanislas , stanislas wawrinka )
Defeat( murray , grigo )
Defeat( torro-flor , maria-teresa torro-flor )
Defeat( mueller , federer )
Defeat( purton , silverstone )
Defeat( and , james ward )
Defeat( gasquet , nick kyrgios )
Defeat( alize cornet , cornet )
Defeat( graf , davenport )
Defeat( peng , maria kirilenko )
Defeat( novotna , j novotna )
Defeat( angelique ke , ke )
Defeat( kvitova , eugenie http://t.co/nm8brhvrey )
Defeat( aliz cornet http://t.co/a5nbzovom1 , http://t.co/a5nbzovom1 )
Defeat( watson , akla tomljanovic )
Defeat( mara , venus williams )
Defeat( macfarlane , christina macfarlane )
Defeat( nadal , kyrie eleison )
Defeat( nick kyrgios , nadal )
Defeat( yanina , stosur )
Defeat( aliz cornet ni , ni )
Defeat( pippa middleton , middleton )
Defeat( verdasco , fernando verdasco )
Defeat( leander paes-radek stepanek , vasek )
Defeat( simon , gilles simon )
Defeat( to , safarova )
Defeat( klizan , wimble )
Defeat( v , jelena ostapenko )
Defeat( andy murray , scott )
Defeat( agut , roberto bautista agut )
Defeat( wawrinka , stan wawrinka )
Defeat( aliz cornet http://t.co/hbkwahzvz3 , http://t.co/hbkwahzvz3 )
Defeat( suki , cooper )
Defeat( serena williams , wilson )
Defeat( lucic-baroni , azarenka )
Defeat( lajovic , guillermo garcia-lopez )
Defeat( dmitrov , wawrinka )
Defeat( roger federer , raonic )
Defeat( federer , milos raonic )
Defeat( russell , michael russell )
Defeat( radwanska , casey dellacqua )
Defeat( williams , petra kv )
Defeat( safarova , republics petra kvitova )
Defeat( anett kontaveit , kanepi )
Defeat( radwanska , sabine lisicki )
Defeat( rafael nadal , krygios )
Defeat( przysiezny , hewitt )
Defeat( bouchard , justin bieber )
Defeat( nishikori , lopez )
Defeat( feder , roger feder )
Defeat( donegal man andy murray , murray )
Defeat( federer , murray )
Defeat( aliz cornet , cornet )
Defeat( steffi graf , to )
Defeat( alize , serena williams )
Defeat( estheraddley , bernard tomic estheraddley )
Defeat( boucha , eugenie boucha )
Defeat( shuai peng http://t.co/53lhfh2agf , http://t.co/53lhfh2agf )
Defeat( cox , chardy )
Defeat( peng , shuai peng )
Defeat( eugenie , angelique kerber )
Defeat( jana , jana cepelova )
Defeat( bartoli , lucic )
Defeat( sock , bryan )
Defeat( tara moore , a )
Defeat( federer , novak )
Defeat( hahahahahaha , sharapova )
Defeat( djokovic , tsonga )
Defeat( kyrgios , richard gasquet )
Defeat( murray , james ward )
Defeat( djokovic , martin cilic )
Defeat( lucie , lucie safarova )
Defeat( aliz cornet http://t.co/pkijhmskiy , http://t.co/pkijhmskiy )
Defeat( stan , federer )
Defeat( nestor , smitkov )
Defeat( grigor dimitrov , mattchernando )
Defeat( aliz cornet http://t.co/c5pht1dki2 , http://t.co/c5pht1dki2 )
Defeat( dolgopolov , dimitrov )
Defeat( becker , boris becker )
Defeat( stakhovsky , gulbis )
Defeat( navratilova , zina garrison )
Defeat( goran , pat rafter )
Defeat( gulbis , federer )
Defeat( maria kirilenko , kirilenko )
Defeat( mayer , leonardo mayer )
Defeat( gremelmayr , jerzy janowicz )
Defeat( muller , gilles muller )
Defeat( muller , jay z )
Defeat( cornet , frances alize cornet )
Defeat( grigor , and )
Defeat( misaki , misaki doi )
Defeat( moore , tara moore )
Defeat( radwanska , makarova )
Defeat( murray , u )
Defeat( #wimbledon , grigor dimitrov #wimbledon )
Defeat( sharapova , kvitova )
Defeat( vesely , jiri vesely )
Defeat( gulbis , stakhovsky )
Defeat( kudryavtseva , alla kudryavtseva )
Defeat( andy , rtnicholasarias tignor )
Defeat( #saville , luke #saville )
Defeat( golubev , novak djokovic )
Defeat( ferrer , kuznetsov )
Defeat( joachim johansson , nadal )
Defeat( kubot , lukasz kubot )
Defeat( riske , allison riske )
Defeat( rafael nadal , rafa )
Defeat( nadal , nadal http://t.co/btokxgdsxg )
Defeat( #rola , blaz #rola )
Defeat( gimelstob , mark knowles )
Defeat( kim , sharapova )
Defeat( wawrinka , rodger federer )
Defeat( hypechard , petra )
Defeat( a , federer )
Defeat( aliz cornet http://t.co/9b0ze5tv9a , http://t.co/9b0ze5tv9a )
Defeat( broady , johanna konta )
Defeat( muguruza , vandeweghe )
Defeat( kukushkin , mikhail kukushkin )
Defeat( hamilton , djokovic )
Defeat( halep , romanias simona halep )
Defeat( radek step , paes )
Defeat( thiem , luke saville )
Defeat( andy murray , grigor )
Defeat( rafa , rosol )
Defeat( djokovic , ifoundmoo federer )
Defeat( dimitrov , novak )
Defeat( raonic , novak djokovic #tennis )
Defeat( kvitova , lucie safarova )
Defeat( eugenie bouchard , bouchard )
Defeat( buchard , eugenie buchard )
Defeat( kyrgios , murray )
Defeat( su-wei , su-wei hsieh )
Defeat( torr-flor , mara teresa torr-flor )
Defeat( makarova , ekaterina makarova )
Defeat( johanna , naomi broady )
Defeat( kontaveit , anett kontaveit )
Defeat( serena , alize )
Defeat( taylor townsend , to )
Defeat( williams , williams )
Defeat( bryan , kveta peschke )
Defeat( djokovic , grigor dimitrov )
Defeat( wozniacki , naomi broady )
Defeat( sampras , philippoussis )
Defeat( br , bryan )
Defeat( sherlock , andy )
Defeat( safarova , polona hercog )
Defeat( and , kevin anderson )
Defeat( djokovic , jo-wilfried tsonga )
Defeat( casey dellacqua , a )
Defeat( thiem , dominic thiem )
Defeat( tsonga , murray )
Defeat( djoko , federer )
Defeat( babos , kristina mladenovic )
Defeat( djokovic , roger ferderer )
Defeat( dimitro , djokavic )
Defeat( and , david goffin )
Defeat( nick kyrgios , kyrgios )
Defeat( federer , dimitrov )
Defeat( radwanska , safarova )
Defeat( halep , simona halep )
Defeat( rafael , nadal )
Defeat( eugenie bouchard , dimitrov )
Defeat( stosur , sloane stephens )
Defeat( r , r fed )
Defeat( gary linekar , brown )
Defeat( becker , benjamin becker )
Defeat( joh , isner )
Defeat( and , nadal )
Defeat( jankovic , kanepi )
Defeat( aliz cornet http://t.co/hbzjp6m0fq , http://t.co/hbzjp6m0fq )
Defeat( federer , djoko )
Defeat( sampras , federer )
Defeat( bouchard , tiltel )
Defeat( garcia , varvara lepchenko )
Defeat( lisicki , nadal )
Defeat( federer , rodger federer )
Defeat( angelique kerber http://t.co/jgnbalgilw , http://t.co/jgnbalgilw )
Defeat( klizan , lukas rosol )
Defeat( rybarikova , magdalena rybarikova )
Defeat( kozlov , stefan kozlov )
Defeat( mayer , murray )
Defeat( duval , belinda bencic )
Defeat( makarova , safaraova )
Defeat( rosol , nadal )
Defeat( andy murry , murry )
Defeat( nadal , hilmy )
Defeat( dlouhy , alicja rosolska )
Defeat( federer , tommy robredo )
Defeat( andy mu , fognini )
Defeat( nadal , suarez )
Defeat( belinda bencic , bencic )
Defeat( radwanska , agnieszka radwanska )
Defeat( to , toby davis )
Defeat( #kvitova , eugenie http://t.co/8u7sbna9y9 )
Defeat( bob , mike bryan )
Defeat( djoker , djokovic )
Defeat( murray , grigor dimitrov )
Defeat( isner , john isner )
Defeat( rubin , stefan kozlov )
Defeat( tsurenko , lesia tsurenko )
Defeat( federer , rappler )
Defeat( williams , venus willi )
Defeat( tomic , bernard tomic )
Defeat( williams , sharapova )
Defeat( nadal , serena williams )
Defeat( aliz cornet http://t.co/0bwfga6klg , http://t.co/0bwfga6klg )
Defeat( o , andrey golubev )
Defeat( ferrer , andy murray )
Defeat( tsonga , dimitrov )
Defeat( raonic , rappler )
Defeat( will , william renshaw )
Defeat( novac , andy murray )
Defeat( fede , milos raonic )
Defeat( goffin , laura williamson )
Defeat( barbora zahlavoya strycova , wozniacki )
Defeat( rafa nadal , nadal )
Defeat( nadal , kukushkin )
Defeat( wimbledon , eugenie bouchard #wimbledon2014 )
Defeat( aliz cornet http://t.co/gxvohruccb , http://t.co/gxvohruccb )
Defeat( as , fernando verdasco )
Defeat( kyrgios , andy murray )
Defeat( virg , andrey golubev )
Defeat( safar , lucie safar )
Defeat( barbora zahlavoyastrycova http://t.co/1okxyderth , wozniacki )
Defeat( bouchard , angelique kerber )
Defeat( kuznetsov , alex kuznetsov )
Defeat( williams , rafael nadal )
Defeat( grigor , andy murray )
Defeat( sampras , shanensucks federer )
Defeat( williams , petra kvitova )
Defeat( nick , gasquet )
Defeat( samantha , samantha murray )
Defeat( wawrinka , federer )
Defeat( robert , stephane robert )
Defeat( alexandra , alexandra cadantu )
Defeat( djokovic , sabine lisicki )
Defeat( agut , andy murray )
Defeat( kyrgios , robert )
Defeat( torro-flor , virginia wades )
Defeat( roger federer , raon )
Defeat( sa , lucie sa )
Defeat( muller , sky bet )
Defeat( sports-tennis , venus william )
Defeat( murray , brittish )
Defeat( janowicz , lleyton hewitt )
Defeat( murray , grigordimitrov )
Defeat( taylor townsend , vandeweghe )
Defeat( teresa , mara teresa )
Defeat( olhovskiy , jim courier )
Defeat( puig , monica puig )
Defeat( martina hingis , hingis )
Defeat( jim courier , courier )
Defeat( alize cornet , a )
Defeat( barbora zahlavoyastrycova , wozniacki )
Defeat( rafaello , wimbledon )
Defeat( pavlyuchenkova , riske )
Defeat( kev , anderson )
Defeat( babos , timea babos )
Defeat( feliciano lopez , lopez )
Defeat( murray , blaz rola )
Defeat( kania , li na )
Defeat( garcia-lopez , guillermo garcia-lopez )
Defeat( wilding , anthony wilding )
Defeat( kirilenko , en )
Defeat( chardy , marin cilic )
Defeat( djokovic , venus williams )
Defeat( roger-vasselin , edouard roger-vasselin )
Defeat( raf , roger federer )
Defeat( hewitt , lleyton hewitt )
Defeat( nehwal , yeh )
Defeat( wawrinka , stan wawrinka wawrinka )
Defeat( rafael nadal , nadal )
Defeat( djokovic , roge )
Defeat( barry cowan , bouchard )
Defeat( mikhail kuku , kuku )
Defeat( jaziri , malek jaziri )
Defeat( petkovic , katarzyna piter )
Defeat( lisicki , sabina lisicki )
Defeat( t , murray )
Defeat( hewitt , michal przysiezny )
Defeat( shuai peng - http://t.co/jlrjebv7km , peng )
Defeat( muller , federer )
Defeat( roland garro , sharapova )
Defeat( ivanovic , sabine lis )
Defeat( aliz cornet http://t.co/kqg0tykxr5 , http://t.co/kqg0tykxr5 )
Defeat( isner , nicolas mahut )
Defeat( zimonjic , samantha stosur )
Defeat( stefanie , stefanie voegele )
Defeat( na , li na )
Defeat( date-krumm , kimiko date-krumm )
Defeat( federer , rafa )
Defeat( federer , sharapova )
Defeat( stubbs , rennae stubbs )
Defeat( federer , wimble )
Defeat( jiri vesely , gasquet )
Defeat( djokovic , roger federe )
Defeat( shvedova , yaroslava shvedova )
Defeat( aliz cor , cor )
Defeat( nadal , barker )
Defeat( roger , nadal )
Defeat( stosur , wickmayer )
Defeat( fognini , murray )
Defeat( dimitrov , djoko )
Defeat( djokovic , rogr federr )
Defeat( djokovic , grigor )
Defeat( stan , stan wawrinka wimble )
Defeat( barthel , romina oprandi )
Defeat( sveta , maria )
Defeat( nadal , lukas rosol )
Defeat( safarova , hercog )
Defeat( mayer , marcos baghdatis )
Defeat( alex salmond , murray )
Defeat( johan sebastien tatlot , tatlot )
Defeat( klizan , martin klizan )
Defeat( shuai peng http://t.co/fcd9k2jiwn , http://t.co/fcd9k2jiwn )
Defeat( gasquet , nadal )
Defeat( andy murray , and )
Defeat( jimmy connors , connors )
Defeat( kukushkin , rafael nada )
Defeat( djokovic , dimitrov )
Defeat( #kukushkin , nadal #wimbledon #kukushkin )
Defeat( murray , venus williams )
Defeat( djokovic , roger fed )
Defeat( serena , nadal )
Defeat( hercog , polona hercog )
Defeat( kanepi , lisicki )
Defeat( tsonga , djokovic )
Defeat( cox , ward )
Defeat( martic , petra martic )
Defeat( kvitova , mona barthel )
Defeat( kiwi , williams )
Defeat( nishikori , kenny de schepper )
Defeat( bouchard , milos raonic )
Defeat( paire , benoit paire )
Defeat( kvitova , eugenie bouchard eugenie bouc )
Defeat( hard , darlene hard )
Defeat( murray , becker )
Defeat( giraldo , federer )
Defeat( watson , ajla tomljanovic )
Defeat( bouchard , sharapova )
Defeat( scheepers , serena williams )
Defeat( smethurst , daniel smethurst )
Defeat( nadal , bjorn borg )
Defeat( murray , nick kyrgios )
Defeat( stan , stan wawrinka )
Defeat( dimitrov , and )
Defeat( herbert , pierre-huges herbert )
Defeat( serena , svetlana )
Defeat( nick kyrgios http://t.co/fdluphd4ih , http://t.co/fdluphd4ih )
Defeat( federer , paolo lorenzi )
Defeat( kazakhstans mikhail kukushkin , kukushkin )
Defeat( stan , stan wawrinka roger )
Defeat( and , jamie )
Defeat( murray , sania mirza )
Defeat( william watch andy murray , middleton )
Defeat( maria sharapova , sharapova )
Defeat( murray , federer )
Defeat( rodger , andy )
Defeat( john isn , isner )
Defeat( nick kyrgios http://t.co/vofl6j34uw , http://t.co/vofl6j34uw )
Defeat( scot , dimitrov )
Defeat( wimbledon , rafaello )
Defeat( stan , stan wawrinka mandar )
Defeat( djokovic , sampras )
Defeat( federer , roger fede )
Defeat( charlie , charlie passarell )
Defeat( kvitova , eugenie bouch )
Defeat( busta , pablo carreno busta )
Defeat( federer , roger federers )
Defeat( andy murray , murray )
Defeat( rog , novak )
Defeat( tatishvili , anna tatishvili )
Defeat( williams , radwanska )
Defeat( t , silverstone )
Defeat( #proud , nadal #proud )
Defeat( peter dooh , dooh )
Defeat( david ferrer , kuznetsov )
Defeat( federer , tennis-djokovic )
Defeat( andy , murray )
Defeat( ivanisevic , g ivanisevic )
Defeat( novak , roger )
Defeat( janowicz , andy murray )
Defeat( pahlevy , roger federer )
Defeat( erakovic , marina erakovic )
Defeat( saina , sania )
Defeat( djocavic , murray )
Defeat( michael roddy london , federer )
Defeat( federer , andy murray )
Defeat( chuckle , barry chuckle )
Defeat( and , blaz rola )
Defeat( diyas , zarina diyas )
Defeat( wozniacki , ana konjuh )
Defeat( nadal , raonic )
Defeat( dimitrov , djokovic )
Defeat( bouchard , marketwatch http://t.co/s2p4i66sev )
Defeat( tiafoe , francis tiafoe )
Defeat( yani , stosur )
Defeat( connors , jimmy connors )
Defeat( cornet , alize cornet )
Defeat( mike bryan , bob )
Defeat( granollers , marcel granollers )
Defeat( paula , paula ormaechea )
Defeat( ana ivanovic , lisicki )
Defeat( to , ajla tomljanovic )
Defeat( cam , juncker )
Defeat( paes , mirza )
Defeat( gulbis , roger federer )
Defeat( bouchard , petra kivitova )
Defeat( sousa , joao sousa )
Defeat( stepanek , mike dickson )
Defeat( andy , tignor )
Defeat( aliz cornet http://t.co/vkro2ok0zi , http://t.co/vkro2ok0zi )
Defeat( bouchard , petra kvitova http://t.co/3snnihuqvh )
Defeat( grigor grigordimitrov , grigordimitrov )
Defeat( dmitrov , djokovic )
Defeat( djokovic , boris )
Defeat( pironkova , tsvetana pironkova )
Defeat( halla , alejandro halla )
Defeat( simon , roberto bautista )
Defeat( federer , hope novak )
Defeat( berdych , tom berdych )
Defeat( federer , fox )
Defeat( lisicki , halep )
Defeat( novak djokovic , djokovic )
Defeat( polona , polona hercog )
Defeat( novak , boris )
Defeat( kevin , kevin anderson )
Defeat( i , joseph http://t.co/xvksfy9g7c )
Defeat( bolleli , nishikori )
Defeat( alize cornet , williams )
Defeat( tsonga , jimmy wang )
Defeat( lopez , feliciano lopez )
Defeat( kerbe , angelique kerbe )
Defeat( zopp , estonias zopp )
Defeat( brito , michelle larcher de brito )
Defeat( ivanisevic , agassi )
Defeat( djokovic , grigor dimitrov follow )
Defeat( anderson , kevin anderson )
Defeat( aliz cornet http://t.co/vvz6dborqn , http://t.co/vvz6dborqn )
Defeat( tsonga , jo-wilfried tsonga )
Defeat( vesely , rafael )
Defeat( nestor , nenad zimonjic )
Defeat( sharapo , angelique kerber )
Defeat( djokovic , hartley )
Defeat( safarova , petra kvitova )
Defeat( errani , garcia )
Defeat( serena , townsend )
Defeat( rola , andy murray )
Defeat( federer , i. br )
Defeat( makarova , #ekaterina makarova )
Defeat( zheng , jie zheng )
Defeat( eugenie , kvitova )
Defeat( wawrinka , getty )
Defeat( warwrinka , kei nishiko )
Defeat( bouzkova , dalma galfi )
Defeat( casey dellacqua , murray )
Defeat( sousa , j. sousa )
Defeat( wim , andy murray )
Defeat( dancevic , frank dancevic )
Defeat( teliana , teliana pereira )
Defeat( donskoy , evgeny donskoy )
Defeat( wawrinka , roger federer )
Defeat( to , eugenie buchard )
Defeat( grigor dimitrov , and )
Defeat( lukas rosol , rosol )
Defeat( yanina wickmeyer , in )
Defeat( zopp , ernests gulb )
Defeat( bouchar , eugenie bouchar )
Defeat( safarova , lucie saf )
Defeat( murray , andy murray )
Defeat( ag , roberto bautista agut )
Defeat( gremelmayr , mikhail youzhny )
Defeat( bromwich , john bromwich )
Defeat( simon , andy murr )
Defeat( eugenie , eugenie bouchard )
Defeat( federer , novak djokov )
Defeat( bouchard , petra kvitova )
Defeat( dimitro , grigor dimitro )
Defeat( novotna , jana novotna )
Defeat( martin , rafael nadal )
Defeat( watson , flipkens )
Defeat( riath al-samarrai , strycova )
Defeat( rybakov , baldi )
Defeat( an , kevin an )
Defeat( monica , forcederrors duckdablackswan lol )
Defeat( aliz cornet http://t.co/omh1srsddl , http://t.co/omh1srsddl )
Defeat( wawrinka , joao sousa )
Defeat( serena williams serena williams , aliz )
Defeat( gonzalez-lipsky , leander paes-radek stepanek )
Defeat( djokovic , bouchard )
Defeat( muguruza , garbine muguruza )
Defeat( dimitrov , maria sharapova )
Defeat( federer , roger federer )
Defeat( federer , lisicki )
Defeat( serena , ivanovic )
Defeat( hemsworth , rodger )
Defeat( hanescu , victor hanescu )
Defeat( boris , novak )
Defeat( federer , djokobvic )
Defeat( dimitrov , roger vs dimitrov )
Defeat( andy murray , grigo )
Defeat( toni , rosol )
Defeat( federer , wawrinka )
Defeat( anderson , fabio fognini )
Defeat( fognini , kevin )
